memory,score_threshold,accuracy,citation_faithfulness,abstain_recall,false_abstain,selective_accuracy,aurc,grounding_auroc,novelty_recall,novelty_precision,novelty_f1,novelty_fpr
dense,0.8212,0.1000,0.480,0.9000,0.7917,0.5000,0.8248,0.547,0.5667,0.5397,0.5528,0.4833
