arm,memory,n_all,n_rare,n_novel,t1_all,t1_rare,t5_all,t5_rare,t10_all,t10_rare,aurc,novelty_f1,best_enterprise,primary_delta_t5,primary_ci_low,primary_ci_high,primary_p,primary_cliffs
cyber,sma,222,175,24,0.6396,0.5714,0.8108,0.7657,0.9189,0.9029,0.0957,0.1784,hybrid_rrf,0.0732,0.0081,0.1423,0.0346,0.0732
cyber,bm25,222,175,24,0.3604,0.4114,0.6441,0.7029,0.7748,0.8229,0.2956,0.0000,hybrid_rrf,0.0732,0.0081,0.1423,0.0346,0.0732
cyber,dense,222,175,24,0.3919,0.3600,0.6306,0.6286,0.7432,0.7257,0.2879,0.0000,hybrid_rrf,0.0732,0.0081,0.1423,0.0346,0.0732
cyber,hybrid_rrf,222,175,24,0.4324,0.4629,0.7297,0.7486,0.8333,0.8400,0.2605,0.0000,hybrid_rrf,0.0732,0.0081,0.1423,0.0346,0.0732
cyber,hipporag,222,175,24,0.1667,0.1543,0.4189,0.3771,0.5405,0.4857,0.5600,0.1818,hybrid_rrf,0.0732,0.0081,0.1423,0.0346,0.0732
cyber,hybrid_rerank,222,175,24,0.3784,0.3600,0.6622,0.6514,0.7883,0.7943,0.3081,0.0000,hybrid_rrf,0.0732,0.0081,0.1423,0.0346,0.0732
